iter	RMSE
1676	63.62940395
1677	63.60625485
1678	63.58223394
1679	63.57317365
1680	63.52815008
1681	63.50502077
1682	63.46183191
1683	63.42108201
1684	63.37133344
1685	63.35003899
1686	63.32242387
1687	63.27973914
1688	63.24871746
1689	63.2115297
1690	63.18574069
1691	63.15423867
1692	63.12584068
1693	63.10079589
1694	63.07670715
1695	63.05142771
1696	63.03044421
1697	63.01172115
1698	62.99064012
1699	62.96698226
1700	62.91940695
1701	62.89736099
1702	62.79523547
1703	62.7687599
1704	62.72266806
1705	62.69597216
1706	62.66500288
1707	62.61465356
1708	62.58079637
1709	62.53219815
1710	62.51664809
1711	62.50003543
1712	62.45257399
1713	62.43013214
1714	62.40649878
1715	62.36510482
1716	62.35495139
1717	62.28344708
1718	62.23798096
1719	62.2043026
1720	62.17567018
1721	62.14261379
1722	62.12371674
1723	62.09934044
1724	62.07334414
1725	62.0327312
1726	61.99073248
1727	61.96435393
1728	61.94813323
1729	61.91067456
1730	61.88633305
1731	61.84260952
1732	61.80028273
1733	61.7890504
1734	61.75309575
1735	61.71528301
1736	61.70020203
1737	61.67743624
1738	61.6426371
1739	61.58954329
1740	61.56435883
1741	61.54891586
1742	61.53431389
1743	61.49390791
1744	61.45852859
1745	61.44804642
1746	61.38788004
1747	61.34239746
1748	61.30901755
1749	61.28312733
1750	61.23694964
1751	61.2113799
1752	61.21123581
1753	61.17773956
1754	61.157653
1755	61.15388926
1756	61.10369844
1757	61.06530169
1758	61.03214302
1759	61.00525128
1760	60.98971494
1761	60.93545433
1762	60.90563182
1763	60.86171447
1764	60.82954191
1765	60.78900037
1766	60.75870546
1767	60.73236414
1768	60.71596232
1769	60.69037362
1770	60.63810454
1771	60.60938824
1772	60.57981575
1773	60.55402909
1774	60.52137133
1775	60.47898068
1776	60.42268909
1777	60.39409563
1778	60.34869142
1779	60.32385484
1780	60.30929673
1781	60.24581325
1782	60.22893404
1783	60.20733684
1784	60.18322525
1785	60.12353634
1786	60.1094462
1787	60.0958312
1788	60.05842275
1789	60.01516932
1790	59.98068676
1791	59.9411251
1792	59.93909227
1793	59.91322418
1794	59.88210049
1795	59.86261583
1796	59.84522502
1797	59.82556324
1798	59.79305894
1799	59.77085832
1800	59.74404577
1801	59.73073329
1802	59.71440501
1803	59.68539043
1804	59.66617834
1805	59.65361428
1806	59.61933239
1807	59.57686609
1808	59.55876372
1809	59.49814331
1810	59.48328128
1811	59.43418872
1812	59.40595851
1813	59.38060942
1814	59.34957996
1815	59.31258547
1816	59.28205322
1817	59.26460639
1818	59.23321893
1819	59.20404489
1820	59.17297602
1821	59.15243815
1822	59.11430541
1823	59.09602531
1824	59.0545214
1825	59.00669455
1826	58.97620859
1827	58.94016018
1828	58.90227892
1829	58.88068959
1830	58.84267979
1831	58.81473734
1832	58.77885288
1833	58.73818929
1834	58.70262456
1835	58.67832345
1836	58.63850199
1837	58.61382777
1838	58.59704848
1839	58.57572793
1840	58.55769596
1841	58.53242354
1842	58.50572763
1843	58.48474892
1844	58.44988921
1845	58.40455923
1846	58.38023381
1847	58.36513716
1848	58.34214713
1849	58.3167328
1850	58.27926805
1851	58.24620471
1852	58.22232474
1853	58.2013144
1854	58.16372298
1855	58.13578632
1856	58.09575488
1857	58.07755944
1858	58.05789435
1859	58.02832513
1860	58.00067173
1861	57.97249987
1862	57.9420363
1863	57.91619477
1864	57.89826691
1865	57.87310513
1866	57.85254516
1867	57.82095531
1868	57.7852202
1869	57.76575659
1870	57.74028717
1871	57.72442338
1872	57.68484869
1873	57.67251346
1874	57.62319455
1875	57.59542567
1876	57.57652865
1877	57.55854305
1878	57.53105582
1879	57.50147075
1880	57.4499326
1881	57.4292941
1882	57.38825497
1883	57.37200953
1884	57.33729133
1885	57.31849673
1886	57.27761196
1887	57.24448607
1888	57.21786699
1889	57.19884822
1890	57.18449082
1891	57.16715544
1892	57.14769378
1893	57.10346292
1894	57.07503185
1895	57.05556823
1896	57.03460564
1897	56.9993552
1898	56.96078401
1899	56.93088538
1900	56.89909778
1901	56.85700066
1902	56.83000857
1903	56.78095574
1904	56.72137759
1905	56.69606289
1906	56.68329208
1907	56.65516717
1908	56.62311955
1909	56.61087206
1910	56.55110017
1911	56.52200775
1912	56.50104325
1913	56.47261265
1914	56.42959227
1915	56.4180956
1916	56.37976732
1917	56.34826997
1918	56.32256116
1919	56.29369194
1920	56.2785307
1921	56.22841807
1922	56.20759026
1923	56.16823901
1924	56.12207172
1925	56.08900092
1926	56.0677128
1927	56.03601921
1928	56.02175244
1929	56.00056857
1930	55.96892723
1931	55.92128617
1932	55.88204956
1933	55.87043783
1934	55.85281687
1935	55.80838148
1936	55.80075609
1937	55.76798917
1938	55.76788549
1939	55.74104312
1940	55.70787767
1941	55.68135107
1942	55.66273313
1943	55.62990245
1944	55.60447769
1945	55.57814383
1946	55.54946773
1947	55.52981668
1948	55.51041103
1949	55.48806782
1950	55.46240117
1951	55.42717578
1952	55.41027
1953	55.38423905
1954	55.33757569
1955	55.298535
1956	55.28441696
1957	55.25373311
1958	55.21172586
1959	55.18871319
1960	55.15414082
1961	55.13461841
1962	55.13371236
1963	55.10020026
1964	55.06461588
1965	55.03983717
1966	55.01118642
1967	55.0027607
1968	54.99349869
1969	54.96665578
1970	54.93787648
1971	54.89901523
1972	54.8683985
1973	54.82562679
1974	54.78520858
1975	54.76704802
1976	54.75708688
1977	54.72260019
1978	54.71157983
1979	54.69004525
1980	54.64856898
1981	54.62276974
1982	54.58677836
1983	54.55855356
1984	54.539107
1985	54.51009358
1986	54.45948245
1987	54.43268057
1988	54.39538585
1989	54.37266605
1990	54.34242397
1991	54.31839107
1992	54.2789824
1993	54.23882918
1994	54.22057317
1995	54.20128637
1996	54.18404622
1997	54.16271882
1998	54.11265307
1999	54.09014318
2000	54.0715669
2001	54.06217323
2002	54.04576254
2003	54.03300471
2004	54.0219751
2005	54.01060503
2006	53.99521835
2007	53.98346704
2008	53.96502303
2009	53.9408944
2010	53.91295715
2011	53.8639082
2012	53.84382534
2013	53.82266373
2014	53.77076303
2015	53.75600239
2016	53.7193398
2017	53.70104538
2018	53.68986631
2019	53.65183769
2020	53.62228049
2021	53.60767646
2022	53.58389643
2023	53.57350412
2024	53.55610867
2025	53.52717583
2026	53.49546401
2027	53.47675112
2028	53.45757555
2029	53.44494722
2030	53.41811003
2031	53.39509154
2032	53.36302934
2033	53.34565468
2034	53.3044415
2035	53.30171897
2036	53.27491182
2037	53.23371977
2038	53.21148255
2039	53.19168501
2040	53.17020187
2041	53.17015491
2042	53.15695504
2043	53.1139516
2044	53.08236302
2045	53.06145066
2046	53.01228697
2047	52.98822514
2048	52.9738191
2049	52.94089911
2050	52.90009871
2051	52.87861627
2052	52.85700553
2053	52.84818291
2054	52.8213659
2055	52.79854452
2056	52.79666313
2057	52.77701278
2058	52.75736523
2059	52.73431725
2060	52.71316719
2061	52.69444086
2062	52.66484085
2063	52.63679083
2064	52.60520643
2065	52.58265865
2066	52.55198953
2067	52.52535929
2068	52.50353584
2069	52.49900214
2070	52.48418578
2071	52.45346447
2072	52.44642933
2073	52.41381896
2074	52.37815978
2075	52.37808892
2076	52.34549471
2077	52.32288986
2078	52.30393848
2079	52.28641303
2080	52.2596521
2081	52.22645731
2082	52.20906337
2083	52.2011403
2084	52.16923014
2085	52.1528549
2086	52.14388162
2087	52.12549036
2088	52.10638675
2089	52.06832772
2090	52.0455301
2091	52.02789789
2092	52.00887136
2093	51.98746911
2094	51.96902716
2095	51.95098158
2096	51.91890572
2097	51.88866055
2098	51.856072
2099	51.8436625
2100	51.83359727
2101	51.82629618
2102	51.81080872
2103	51.78621883
2104	51.74424322
2105	51.72675556
2106	51.71574865
2107	51.70331242
2108	51.69359782
2109	51.67734058
2110	51.66473523
2111	51.62618708
2112	51.58650511
2113	51.56634461
2114	51.52305202
2115	51.46735722
2116	51.43482877
2117	51.39762361
2118	51.36563933
2119	51.35166673
2120	51.33304111
2121	51.30895105
2122	51.29439757
2123	51.27469433
2124	51.25156954
2125	51.2305994
2126	51.20670305
2127	51.18615575
2128	51.15422049
2129	51.11577283
2130	51.09648353
2131	51.07853716
2132	51.05595027
2133	51.03767712
2134	51.01665383
2135	50.98567022
2136	50.96057863
2137	50.94800642
2138	50.9218888
2139	50.89372223
2140	50.86299281
2141	50.83960196
2142	50.82498577
2143	50.80133192
2144	50.78537009
2145	50.76316846
2146	50.72327301
2147	50.71085581
2148	50.67980326
2149	50.65170051
2150	50.63291023
2151	50.60660865
2152	50.54948715
2153	50.53046888
2154	50.51083646
2155	50.48457067
2156	50.44508959
2157	50.42642873
2158	50.40198462
2159	50.38267951
2160	50.35738802
2161	50.33672719
2162	50.31640168
2163	50.27133786
2164	50.24811609
2165	50.21519238
2166	50.17802108
2167	50.1581538
2168	50.13579015
2169	50.11802314
2170	50.09277258
2171	50.06929349
2172	50.0443895
2173	50.02194368
2174	50.00461557
2175	49.99330356
2176	49.9818975
2177	49.96129468
2178	49.9480804
2179	49.91335023
2180	49.90037005
2181	49.85746413
2182	49.83435228
2183	49.80476644
2184	49.78844928
2185	49.77004806
2186	49.74477092
2187	49.7333568
2188	49.72176874
2189	49.69254828
2190	49.68396814
2191	49.66669378
2192	49.65729758
2193	49.63473036
2194	49.61715017
2195	49.6017514
2196	49.5947682
2197	49.55997466
2198	49.52455447
2199	49.49813421
2200	49.47873099
2201	49.46791915
2202	49.4458866
2203	49.42404519
2204	49.4003047
2205	49.38314466
2206	49.36207546
2207	49.35140973
2208	49.31160617
2209	49.30156181
2210	49.26552103
2211	49.25097179
2212	49.22874332
2213	49.21935215
2214	49.19972267
2215	49.18590074
2216	49.15507021
2217	49.12650687
2218	49.08559918
2219	49.07463724
2220	49.03791745
2221	49.01531142
2222	48.99065704
2223	48.95403909
2224	48.93568485
2225	48.92463424
2226	48.90651651
2227	48.88935149
2228	48.87884146
2229	48.86415824
2230	48.83161708
2231	48.80873293
2232	48.78994927
2233	48.77968078
2234	48.76769652
2235	48.74831319
2236	48.71695605
2237	48.695953
2238	48.67242816
2239	48.66162084
2240	48.64631589
2241	48.63315266
2242	48.59631354
2243	48.57983296
2244	48.55809749
2245	48.51999827
2246	48.47762264
2247	48.46869147
2248	48.4378243
2249	48.41461081
2250	48.39294368
2251	48.37976751
2252	48.35922417
2253	48.33914749
2254	48.3302786
2255	48.32054708
2256	48.32047137
2257	48.29247081
2258	48.27920516
2259	48.25992873
2260	48.2454313
2261	48.23334077
2262	48.20088262
2263	48.17012398
2264	48.15366805
2265	48.12353672
2266	48.09784783
2267	48.07591115
2268	48.0614131
2269	48.03940901
2270	48.03665654
2271	48.02688845
2272	47.98452952
2273	47.95773372
2274	47.9301428
2275	47.91772571
2276	47.90452206
2277	47.89112873
2278	47.88672669
2279	47.87283309
2280	47.86311315
2281	47.85089526
2282	47.80378609
2283	47.76905374
2284	47.72313572
2285	47.69756151
2286	47.66680566
2287	47.64626324
2288	47.62146823
2289	47.60968134
2290	47.5965142
2291	47.57884804
2292	47.55231315
2293	47.54095174
2294	47.52820821
2295	47.5044379
2296	47.48099516
2297	47.48057972
2298	47.45783955
2299	47.4358392
2300	47.41167889
2301	47.39286016
2302	47.36398703
2303	47.32149574
2304	47.29032422
2305	47.27038344
2306	47.24477193
2307	47.22885072
2308	47.20948864
2309	47.17953949
2310	47.15630922
2311	47.13365528
2312	47.11044591
2313	47.09419546
2314	47.076973
2315	47.05025478
2316	47.04083163
2317	47.02929871
2318	47.00458345
2319	46.98851249
2320	46.97956546
2321	46.9639766
2322	46.94186365
2323	46.910858
2324	46.88433423
2325	46.85289469
2326	46.85235908
2327	46.84413596
2328	46.81440616
2329	46.79780776
2330	46.79739223
2331	46.79570016
2332	46.77462967
2333	46.76022341
2334	46.73908623
2335	46.6923077
2336	46.66080438
2337	46.65434663
2338	46.64422982
2339	46.60495099
2340	46.5832982
2341	46.549724
2342	46.52950294
2343	46.48662393
2344	46.48655892
2345	46.45873166
2346	46.44118341
2347	46.425631
2348	46.41711336
2349	46.38512933
2350	46.36836399
2351	46.34966984
2352	46.33501968
2353	46.32858304
2354	46.31739057
2355	46.3011983
2356	46.28225003
2357	46.2617762
2358	46.23273351
2359	46.21078461
2360	46.19555286
2361	46.1694634
2362	46.15571135
2363	46.14102217
2364	46.10865211
2365	46.09400854
2366	46.06740224
2367	46.05100442
2368	46.0320167
2369	46.00140122
2370	45.97517301
2371	45.95789219
2372	45.924809
2373	45.90750251
2374	45.89161583
2375	45.88415401
2376	45.86031837
2377	45.83949621
2378	45.80500672
2379	45.78673019
2380	45.7536018
2381	45.72625237
2382	45.70684383
2383	45.68624893
2384	45.66450607
2385	45.63457927
2386	45.60609078
2387	45.59837229
2388	45.58589768
2389	45.5587891
2390	45.55096711
2391	45.5346839
2392	45.4928752
2393	45.46974539
2394	45.44903708
2395	45.43192086
2396	45.41456478
2397	45.4020661
2398	45.39183963
2399	45.36965565
2400	45.34448177
2401	45.30364556
2402	45.27661142
2403	45.26812333
2404	45.25535039
2405	45.23608933
2406	45.20839665
2407	45.20339615
2408	45.18159916
2409	45.164011
2410	45.1358401
2411	45.1059276
2412	45.08413513
2413	45.06705741
2414	45.05690995
2415	45.04791293
2416	45.02859654
2417	45.00447359
2418	44.98202145
2419	44.96923826
2420	44.94098995
2421	44.93146772
2422	44.9130756
2423	44.88207189
2424	44.86416489
2425	44.85135464
2426	44.83947717
2427	44.82912072
2428	44.81644908
2429	44.7938427
2430	44.7822261
2431	44.76918478
2432	44.75062289
2433	44.74099698
2434	44.73218773
2435	44.71622408
2436	44.6865909
2437	44.66372547
2438	44.63932375
2439	44.62162241
2440	44.60096819
2441	44.60039969
2442	44.57974928
2443	44.55772091
2444	44.53572311
2445	44.50978693
2446	44.47863583
2447	44.46278112
2448	44.43788022
2449	44.42987767
2450	44.40675336
2451	44.38473537
2452	44.36745788
2453	44.35284065
2454	44.31901039
2455	44.28670594
2456	44.28172095
2457	44.27877677
2458	44.26223202
2459	44.24964773
2460	44.23914162
2461	44.23319624
2462	44.21294155
2463	44.20371478
2464	44.18947823
2465	44.17011003
2466	44.15578014
2467	44.13802015
2468	44.12709912
2469	44.09987671
2470	44.07472669
2471	44.05901023
2472	44.05148326
2473	44.03553658
2474	43.99094032
2475	43.96363838
2476	43.94525556
2477	43.90415491
2478	43.87495525
2479	43.85241102
2480	43.83465941
2481	43.82388886
2482	43.82120637
2483	43.78794355
2484	43.77599556
2485	43.75683803
2486	43.74707327
2487	43.72842805
2488	43.71231132
2489	43.70345512
2490	43.68268213
2491	43.65792444
2492	43.64262712
2493	43.62789035
2494	43.60571152
2495	43.58455786
2496	43.57066955
2497	43.55947723
2498	43.54659066
2499	43.51583107
2500	43.50464607
2501	43.4862439
2502	43.46460361
2503	43.43069665
2504	43.39268446
2505	43.37573077
2506	43.36091419
2507	43.35421971
2508	43.33413093
2509	43.32555427
2510	43.3088566
2511	43.2930268
2512	43.27964459
2513	43.2585797
2514	43.25237501
2515	43.24522692
2516	43.23516129
2517	43.21673066
2518	43.20357187
2519	43.17881638
2520	43.16118
2521	43.13605644
2522	43.12600413
2523	43.09763075
2524	43.08324019
2525	43.06274892
2526	43.046162
2527	43.01679345
2528	42.99538575
2529	42.98925282
2530	42.96414892
2531	42.9583173
2532	42.94234495
2533	42.93057424
2534	42.9084015
2535	42.88544704
2536	42.86830888
2537	42.840543
2538	42.82814037
2539	42.81407624
2540	42.79924753
2541	42.79197712
2542	42.77993871
2543	42.76049183
2544	42.73801318
2545	42.7138811
2546	42.70054998
2547	42.69305859
2548	42.66981816
2549	42.64946242
2550	42.6230255
2551	42.60736867
2552	42.59768575
2553	42.58076427
2554	42.54627698
2555	42.50733603
2556	42.49699427
2557	42.48497914
2558	42.46733849
2559	42.45229173
2560	42.44004504
2561	42.42151056
2562	42.40529953
2563	42.38436475
2564	42.35874875
2565	42.34112388
2566	42.32872208
2567	42.31103473
2568	42.29217383
2569	42.26087083
2570	42.24947857
2571	42.23770392
2572	42.21058819
2573	42.19402585
2574	42.179979
2575	42.15634939
2576	42.12852106
2577	42.11270488
2578	42.10315013
2579	42.07266
2580	42.05572247
2581	42.04252667
2582	42.03610296
2583	42.0152852
2584	41.99830011
2585	41.99616793
2586	41.9863623
2587	41.95952666
2588	41.93258433
2589	41.92079633
2590	41.90500697
2591	41.90039722
2592	41.87921924
2593	41.85929199
2594	41.85043138
2595	41.81373931
2596	41.79546006
2597	41.77075673
2598	41.74722247
2599	41.72160954
2600	41.71547718
2601	41.70618329
2602	41.6779456
2603	41.65469739
2604	41.64814718
2605	41.63506777
2606	41.61387804
2607	41.59954306
2608	41.56906259
2609	41.53949942
2610	41.53221094
2611	41.51859313
2612	41.49907483
2613	41.4787266
2614	41.46811794
2615	41.45725668
2616	41.43493925
2617	41.41278444
2618	41.39466681
2619	41.37971059
2620	41.36028056
2621	41.33563041
2622	41.33051313
2623	41.3082527
2624	41.29474293
2625	41.28226389
2626	41.270043
2627	41.24489322
2628	41.22488275
2629	41.21529254
2630	41.19740609
2631	41.18885304
2632	41.15884732
2633	41.13598782
2634	41.10524858
2635	41.09223224
2636	41.08192697
2637	41.05996579
2638	41.0389259
2639	41.02233389
2640	41.00388755
2641	40.98900858
2642	40.97441981
2643	40.95504783
2644	40.94610786
2645	40.92536135
2646	40.90410039
2647	40.88889645
2648	40.88038931
2649	40.86792727
2650	40.84958832
2651	40.83477525
2652	40.82494021
2653	40.81177656
2654	40.79853333
2655	40.77986741
2656	40.75773625
2657	40.73965914
2658	40.72767277
2659	40.72521388
2660	40.69325429
2661	40.66758809
2662	40.65779845
2663	40.64033091
2664	40.62526306
2665	40.61118966
2666	40.60511385
2667	40.59149695
2668	40.5693604
2669	40.54520434
2670	40.52638603
2671	40.49585529
2672	40.48761439
2673	40.45415829
2674	40.43312267
2675	40.40612904
2676	40.38839896
2677	40.36320804
2678	40.35340985
2679	40.33925526
2680	40.32664978
2681	40.31738658
2682	40.30116092
2683	40.27591245
2684	40.25282426
2685	40.24291171
2686	40.22086434
2687	40.21040731
2688	40.20148188
2689	40.19239774
2690	40.1746847
2691	40.16602564
2692	40.15389301
2693	40.14640308
2694	40.11553465
2695	40.09416395
2696	40.08358592
2697	40.07400666
2698	40.06445177
2699	40.04552339
2700	40.02684962
2701	40.01421409
2702	39.99899533
2703	39.99123109
2704	39.98258005
2705	39.97099851
2706	39.95493659
2707	39.94628699
2708	39.92757197
2709	39.91514359
2710	39.90751975
2711	39.89396947
2712	39.87906314
2713	39.86170256
2714	39.84445035
2715	39.82840802
2716	39.80995143
2717	39.79431976
2718	39.7771818
2719	39.76073629
2720	39.74169682
2721	39.72988537
2722	39.71690297
2723	39.70137092
2724	39.68252815
2725	39.66727221
2726	39.64480287
2727	39.63269414
2728	39.6232601
2729	39.61272588
2730	39.59049582
2731	39.55952587
2732	39.54085338
2733	39.53013745
2734	39.51623233
2735	39.49595281
2736	39.48349212
2737	39.4717022
2738	39.45525272
2739	39.42966443
2740	39.41955402
2741	39.40363516
2742	39.38469965
2743	39.36727041
2744	39.36094316
2745	39.34549305
2746	39.3328994
2747	39.32357181
2748	39.30859338
2749	39.29285992
2750	39.27892556
2751	39.26830212
2752	39.25485781
2753	39.2341379
2754	39.2194706
2755	39.19996881
2756	39.17517786
2757	39.16330774
2758	39.13472902
2759	39.1220427
2760	39.11112858
2761	39.10251668
2762	39.08418372
2763	39.06973722
2764	39.04996617
2765	39.0335362
2766	39.02373367
2767	39.01301045
2768	39.00132655
2769	38.98779672
2770	38.97146571
2771	38.95737251
2772	38.93379926
2773	38.91404742
2774	38.89639001
2775	38.88247002
2776	38.86308747
2777	38.83890307
2778	38.8125172
2779	38.8026277
2780	38.79475222
2781	38.77871677
2782	38.7715807
2783	38.75872875
2784	38.74800976
2785	38.73423903
2786	38.7126604
2787	38.69983592
2788	38.69097212
2789	38.68501712
2790	38.66154446
2791	38.64326178
2792	38.63099727
2793	38.61578678
2794	38.59074478
2795	38.57622238
2796	38.56435647
2797	38.55796207
2798	38.54167973
2799	38.52632821
2800	38.50442231
2801	38.49695015
2802	38.46335616
2803	38.45818388
2804	38.44878679
2805	38.43041001
2806	38.41539289
2807	38.40923538
2808	38.39569617
2809	38.37494068
2810	38.35435111
2811	38.33527057
2812	38.32303959
2813	38.3141976
2814	38.29334448
2815	38.28387525
2816	38.27160596
2817	38.24573623
2818	38.23240206
2819	38.20796957
2820	38.19574313
2821	38.17907689
2822	38.16453972
2823	38.14005254
2824	38.11480321
2825	38.10620602
2826	38.0887239
2827	38.08462
2828	38.07294389
2829	38.05527231
2830	38.03540352
2831	38.02305034
2832	38.01247508
2833	38.00115956
2834	37.99222356
2835	37.9780975
2836	37.95345025
2837	37.93974855
2838	37.92757103
2839	37.91770517
2840	37.91085063
2841	37.90229084
2842	37.89354059
2843	37.87998784
2844	37.8541345
2845	37.84549478
2846	37.82433446
2847	37.81098162
2848	37.80064447
2849	37.77451407
2850	37.77105243
2851	37.7537152
2852	37.73718582
2853	37.71838473
2854	37.713187
2855	37.68800196
2856	37.66734611
2857	37.66697382
2858	37.65607188
2859	37.63282911
2860	37.61539389
2861	37.60723651
2862	37.5966689
2863	37.58451461
2864	37.56287406
2865	37.55643884
2866	37.53774812
2867	37.53087397
2868	37.51675892
2869	37.5047609
2870	37.49216504
2871	37.4857459
2872	37.45295982
2873	37.43984104
2874	37.42474734
2875	37.41205731
2876	37.40495799
2877	37.39680411
2878	37.38317299
2879	37.37044511
2880	37.35477697
2881	37.34118737
2882	37.33151423
2883	37.3083094
2884	37.29162566
2885	37.279926
2886	37.26425423
2887	37.25540217
2888	37.23693865
2889	37.22117053
2890	37.19724454
2891	37.18113267
2892	37.17253776
2893	37.15576963
2894	37.12948032
2895	37.12874276
2896	37.11894799
2897	37.09730344
2898	37.07965635
2899	37.07225527
2900	37.05612598
2901	37.05021324
2902	37.042056
2903	37.03065758
2904	37.01446794
2905	37.00054507
2906	36.99737958
2907	36.98362331
2908	36.97206948
2909	36.96271192
2910	36.95300958
2911	36.93204022
2912	36.92273414
2913	36.9041644
2914	36.88759215
2915	36.87649896
2916	36.87259549
2917	36.85179182
2918	36.83657696
2919	36.8291783
2920	36.80299217
2921	36.79620752
2922	36.77791449
2923	36.77342611
2924	36.7541847
2925	36.74383371
2926	36.72958369
2927	36.70769793
2928	36.67842899
2929	36.66161827
2930	36.63721956
2931	36.60243831
2932	36.60114255
2933	36.58075597
2934	36.57225985
2935	36.54759188
2936	36.52701417
2937	36.52405164
2938	36.51326264
2939	36.50249697
2940	36.48867534
2941	36.47643682
2942	36.4642634
2943	36.43840824
2944	36.4282105
2945	36.41952547
2946	36.41180463
2947	36.40413644
2948	36.38845728
2949	36.3739134
2950	36.3602535
2951	36.34342009
2952	36.33616653
2953	36.32584131
2954	36.30863093
2955	36.29512937
2956	36.28033183
2957	36.26625196
2958	36.2473851
2959	36.2349324
2960	36.22697627
2961	36.20326129
2962	36.18032082
2963	36.16913297
2964	36.15428827
2965	36.14201738
2966	36.13307455
2967	36.12149137
2968	36.1122163
2969	36.09041109
2970	36.08474407
2971	36.06787508
2972	36.04800368
2973	36.03526211
2974	36.02054443
2975	36.00484476
2976	35.98616077
2977	35.97777231
2978	35.96469601
2979	35.95110051
2980	35.94026619
2981	35.93216707
2982	35.91739326
2983	35.90679372
2984	35.88773241
2985	35.87874079
2986	35.87727705
2987	35.86564594
2988	35.85886871
2989	35.83934031
2990	35.82469079
2991	35.80318806
2992	35.78564382
2993	35.76793765
2994	35.75688762
2995	35.7547188
2996	35.74886223
2997	35.738233
2998	35.72086618
2999	35.71206876
