iter	RMSE
136	327.1064562
137	326.4045804
138	324.956837
139	324.5406039
140	323.9908303
141	322.7470025
142	322.1690439
143	321.3482672
144	320.5040251
145	318.5871467
146	317.8563396
147	317.2341595
148	316.6020609
149	316.0051439
150	315.4671445
151	314.9662518
152	314.1424406
153	312.6379993
154	311.5638608
155	310.8697751
156	310.2214948
157	309.5390656
158	308.7697646
159	307.8749133
160	307.3777461
161	306.1613206
162	305.3541306
163	304.8399476
164	304.16655
165	302.9115137
166	302.003147
167	300.4516707
168	299.9855895
169	299.2927573
170	297.9889116
171	297.2271815
172	296.4479253
173	295.6580845
174	295.3853884
175	294.7731827
176	294.459473
177	294.1496268
178	293.1566743
179	292.8374248
180	292.0831792
181	291.7627822
182	291.717748
183	290.4521938
184	289.740172
185	289.0209709
186	288.3295747
187	287.6817471
188	287.0567082
189	286.0826953
190	285.8458109
191	285.1372602
192	284.4208256
193	283.5862766
194	282.7817747
195	281.7486928
196	280.9420598
197	280.2118882
198	279.7829502
199	279.3419782
200	278.8870004
201	278.4526464
202	277.9402994
203	277.4279207
204	277.0612777
205	276.4547626
206	275.9611681
207	275.1921709
208	274.2358413
209	273.5432085
210	272.8595642
211	272.2269423
212	271.3716922
213	271.0108664
214	270.6661907
215	269.9502985
216	269.6607588
217	269.2540168
218	268.2363023
219	267.4602241
220	266.9507137
221	266.4514265
222	266.0077711
223	265.2217485
224	264.7398345
225	264.4993689
226	263.7763721
227	263.4240658
228	262.6962769
229	262.1777338
230	261.2444872
231	260.5089542
232	259.8268962
233	259.6694932
234	259.0957277
235	258.8778642
236	258.125322
237	257.7733258
238	257.2192048
239	256.4848668
240	255.8707984
241	254.9903648
242	254.3218891
243	253.853152
244	253.0514633
245	252.5173691
246	251.3067197
247	250.4367334
248	250.2024303
249	249.6263328
250	249.1217795
251	248.7079192
252	248.1829237
253	248.1780468
254	247.8640524
255	247.2538504
256	246.4365711
257	245.5720423
258	245.2590836
259	245.1439884
260	245.1366252
261	244.6483614
262	244.0529366
263	243.6039661
264	242.6579687
265	241.9959491
266	241.5911634
267	241.0263394
268	240.552732
269	240.0868628
270	239.8008867
271	239.3993285
272	239.1944581
273	238.6009272
274	238.5373196
275	237.8410952
276	237.5026698
277	237.2531932
278	236.755591
279	236.6101166
280	236.2340825
281	235.9386072
282	235.4322817
283	235.0878748
284	234.6345611
285	234.54356
286	234.1710645
287	233.5356829
288	233.5023395
289	233.1627404
290	232.5344845
291	232.5153133
292	232.0298705
293	231.6855969
294	231.1628252
295	230.8719796
296	230.3322292
297	229.9067634
298	229.7585657
299	229.4384214
300	229.0363368
301	228.6663702
302	228.3187126
303	227.6829716
304	227.1348412
305	226.6887785
306	226.3388016
307	226.0767889
308	225.6582976
309	225.3489097
310	225.2286637
311	224.5975627
312	224.0083681
313	223.4636052
314	223.0656955
315	222.7097811
316	222.6461628
317	221.8685185
318	221.5442342
319	221.2607208
320	220.4012796
321	220.0678286
322	219.7837477
323	219.1153305
324	218.865673
325	218.6281968
326	218.1682997
327	217.7394151
328	217.4961277
329	217.072064
330	217.0361063
331	216.6152499
332	216.1576417
333	215.6427176
334	215.3213251
335	215.0354914
336	214.7425214
337	214.2775156
338	214.1371292
339	213.8884387
340	213.3821122
341	212.9929059
342	212.6917558
343	212.1669929
344	211.8565284
345	211.6075269
346	211.1693405
347	210.9044332
348	210.5750502
349	210.1221564
350	209.8022559
351	209.5202845
352	209.203112
353	208.4220735
354	208.1210959
355	207.6328049
356	207.1925705
357	206.9214258
358	206.7346082
359	206.5017513
360	206.15004
361	205.735693
362	205.3633431
363	205.1292025
364	204.8578328
365	204.6723892
366	204.418755
367	204.2011621
368	203.8160302
369	203.6872322
370	203.4382324
371	203.1036908
372	202.5053603
373	201.944977
374	201.7720543
375	201.5983673
376	201.0739365
377	200.6444535
378	199.9545105
379	199.6283083
380	199.1840252
381	198.9279969
382	198.8907016
383	198.3557551
384	198.0042481
385	197.7837848
386	197.5583835
387	197.5143522
388	197.2152197
389	196.7964824
390	196.4666345
391	196.232091
392	195.9372653
393	195.698197
394	195.4949993
395	194.9985889
396	194.9740357
397	194.6054158
398	194.4118582
399	194.2560601
400	193.8877264
401	193.4121336
402	193.2423408
403	193.0030175
404	192.657552
405	192.3247431
406	191.8906621
407	191.36979
408	190.9491826
409	190.6335888
410	190.3926312
411	190.1588976
412	189.8702977
413	189.4621671
414	189.20275
415	188.795118
416	188.4258358
417	188.2020713
418	188.0010242
419	187.870605
420	187.6357073
421	187.3844471
422	187.2138602
423	186.9401236
424	186.5803014
425	186.4364925
426	186.0215574
427	185.7047978
428	185.3002322
429	185.1305336
430	184.9959088
431	184.6872679
432	184.5554397
433	184.1119861
434	183.7377176
435	183.4662486
436	183.2318489
437	182.9501014
438	182.6417397
439	182.44207
440	182.2107858
441	181.913611
442	181.734891
443	181.5645335
444	181.3371281
445	181.1636545
446	180.7522085
447	180.5401008
448	180.3236863
449	180.0236038
450	179.5997854
451	179.3149611
452	179.1552959
453	178.8894447
454	178.6556466
455	178.2511495
456	178.0396047
457	177.8062251
458	177.5591822
459	177.3029536
460	176.9485941
461	176.8056397
462	176.625432
463	176.477554
464	176.3165176
465	175.9622106
466	175.6502478
467	175.4497885
468	175.0306581
469	174.851008
470	174.6021006
471	174.3805011
472	174.0900309
473	173.9095262
474	173.6412002
475	173.3887095
476	173.3009118
477	173.2402062
478	173.1781098
479	172.8354608
480	172.4551227
481	171.969668
482	171.7421916
483	171.6105541
484	171.3119792
485	171.1510416
486	171.0206702
487	170.8612977
488	170.6894525
489	170.4014559
490	170.3298635
491	169.9838293
492	169.8182523
493	169.7787737
494	169.4695177
495	169.2892047
496	169.0511642
497	168.7550354
498	168.3382101
499	168.1355323
500	167.8153079
501	167.6840372
502	167.226098
503	166.8835955
504	166.6911929
505	166.4450348
506	166.2226049
507	165.9048411
508	165.7247814
509	165.520063
510	165.2792956
511	164.964875
512	164.8712589
513	164.5925759
514	164.4116695
515	164.2230735
516	164.0597384
517	163.9010804
518	163.6662454
519	163.3785376
520	163.0303961
521	162.6932531
522	162.3949754
523	162.0868029
524	161.8518466
525	161.6848381
526	161.4677977
527	161.1870037
528	161.0526138
529	160.7551702
530	160.5202979
531	160.1959091
532	160.0580014
533	159.7448394
534	159.6486788
535	159.457928
536	159.353215
537	159.2169286
538	158.9904441
539	158.8492115
540	158.6258935
541	158.3633654
542	158.1623715
543	158.0524999
544	157.7845469
545	157.581734
546	157.3403954
547	156.9986458
548	156.8378954
549	156.7088511
550	156.5682251
551	156.4911743
552	156.3525825
553	156.0452742
554	155.9369996
555	155.5219376
556	155.339743
557	155.1017317
558	155.0508669
559	154.8834017
560	154.7086371
561	154.6918988
562	154.4915088
563	154.3190567
564	154.0751534
565	153.8786091
566	153.7540215
567	153.5783977
568	153.455415
569	153.3106917
570	153.1838406
571	152.8668099
572	152.669398
573	152.4292551
574	152.2870093
575	152.048761
576	151.8412661
577	151.6503926
578	151.4588357
579	151.3278831
580	151.1045733
581	150.9033429
582	150.760882
583	150.5878239
584	150.4704529
585	150.394537
586	150.1491854
587	149.9582138
588	149.8541755
589	149.6174928
590	149.519787
591	149.3578597
592	149.219489
593	148.9672046
594	148.8115819
595	148.7158562
596	148.6389265
597	148.4348945
598	148.2962825
599	148.1801393
600	148.074809
601	147.9018821
602	147.7426045
603	147.5574715
604	147.1808213
605	146.9338025
606	146.8020481
607	146.7345848
608	146.6012958
609	146.4264134
610	146.2929942
611	146.2051633
612	145.8445505
613	145.6644303
614	145.5462223
615	145.4401284
616	145.2222025
617	144.9806612
618	144.7122335
619	144.5324073
620	144.3716039
621	144.1453857
622	143.8068084
623	143.7457404
624	143.6894457
625	143.4906656
626	143.3447259
627	143.0458859
628	142.9072046
629	142.7571995
630	142.6318303
631	142.5194415
632	142.3077995
633	142.1609713
634	141.9927152
635	141.8774696
636	141.7336586
637	141.5942581
638	141.4864589
639	141.3528775
640	141.1844268
641	141.0263055
642	140.9155206
643	140.6850161
644	140.4273588
645	140.0785926
646	139.9922796
647	139.8926893
648	139.6948089
649	139.5121946
650	139.3343742
651	139.1811279
652	139.145486
653	138.9563229
654	138.87279
655	138.674347
656	138.4409878
657	138.3192585
658	138.2200789
659	138.1215872
660	138.067725
661	137.9071672
662	137.7676312
663	137.675395
664	137.5207093
665	137.3570674
666	137.1906678
667	137.0723158
668	136.8687529
669	136.7808447
670	136.646691
671	136.4864609
672	136.4259181
673	136.2734887
674	136.1615494
675	135.9322047
676	135.8302854
677	135.6831612
678	135.5463904
679	135.3750168
680	135.1439448
681	135.0880769
682	135.0072182
683	134.923284
684	134.7634772
685	134.6190332
686	134.4159367
687	134.2523892
688	134.156224
689	134.0479395
690	133.9540252
691	133.7919218
692	133.713127
693	133.5710329
694	133.5053697
695	133.372209
696	133.279321
697	133.2180961
698	133.1783037
699	133.0256375
700	132.7973575
701	132.727376
702	132.6040923
703	132.4290788
704	132.3297978
705	132.2176208
706	132.0684827
707	131.8835561
708	131.7698596
709	131.6239455
710	131.4842733
711	131.2663418
712	131.1620001
713	131.0520496
714	131.0062261
715	130.7288298
716	130.689933
717	130.5830156
718	130.4415147
719	130.3881337
720	130.2566488
721	130.1063718
722	130.0210848
723	129.936961
724	129.8128331
725	129.6751295
726	129.589334
727	129.4187452
728	129.2853219
729	129.0541414
730	128.9533043
731	128.8175246
732	128.740795
733	128.6289596
734	128.4817149
735	128.3744557
736	128.2627402
737	128.0714522
738	127.8532751
739	127.7667473
740	127.6529954
741	127.4749671
742	127.3130908
743	127.200592
744	127.108826
745	126.9982778
746	126.8937629
747	126.7323044
748	126.5806407
749	126.5039105
750	126.4435278
751	126.3288432
752	126.1933223
753	126.1424527
754	126.0175496
755	125.9222533
756	125.8893859
757	125.7039364
758	125.6462545
759	125.5912822
760	125.5590242
761	125.5019988
762	125.290918
763	125.1825237
764	124.9899851
765	124.8481996
766	124.8364877
767	124.7116083
768	124.482783
769	124.4086502
770	124.2478266
771	124.1452116
772	123.9421405
773	123.9412828
774	123.6938282
775	123.4839995
776	123.3302047
777	123.187774
778	123.0793026
779	122.9953823
780	122.9410243
781	122.8341791
782	122.6777112
783	122.5742451
784	122.4087885
785	122.4068526
786	122.2274181
787	122.1582916
788	122.0850681
789	121.9307044
790	121.863269
791	121.6912492
792	121.4251522
793	121.3565149
794	121.3562167
795	121.1332832
796	121.0218477
797	120.8902162
798	120.8182854
799	120.6691466
800	120.5938111
801	120.4041162
802	120.3148066
803	120.150099
804	119.9810554
805	119.8250378
806	119.7590218
807	119.680358
808	119.5330963
809	119.4479242
810	119.2747236
811	119.1375021
812	119.0247836
813	118.9431923
814	118.7732672
815	118.597771
816	118.4122265
817	118.3092665
818	118.2181894
819	118.0745737
820	117.8806605
821	117.713709
822	117.6711942
823	117.4900081
824	117.3826672
825	117.2999729
826	117.1530354
827	117.0905889
828	116.989879
829	116.9090507
830	116.7948688
831	116.6712835
832	116.5504325
833	116.4644078
834	116.3989784
835	116.3128754
836	116.1665184
837	116.1206776
838	116.0219639
839	115.9265972
840	115.8658365
841	115.7904054
842	115.6138595
843	115.4564666
844	115.4060842
845	115.2551186
846	115.1662285
847	114.9728003
848	114.9002395
849	114.8365264
850	114.7319527
851	114.6404425
852	114.5353288
853	114.4292704
854	114.3390097
855	114.2029954
856	114.0397302
857	113.9360581
858	113.8019036
859	113.7066435
860	113.6237627
861	113.5088451
862	113.4069153
863	113.3256025
864	113.2546752
865	113.1851379
866	113.0690406
867	113.0400624
868	112.9623576
869	112.8865722
870	112.8113258
871	112.6867814
872	112.5587157
873	112.5544453
874	112.4601931
875	112.32763
876	112.2347176
877	112.146266
878	112.0839062
879	111.9862406
880	111.8050851
881	111.7138448
882	111.6496944
883	111.6037473
884	111.5008467
885	111.41851
886	111.262676
887	111.1738775
888	111.0984825
889	110.9759874
890	110.9024388
891	110.7335427
892	110.6653968
893	110.5034767
894	110.5028527
895	110.3124987
896	110.1861678
897	110.0490139
898	109.960814
899	109.9345898
900	109.8442284
901	109.7549453
902	109.6553144
903	109.5328977
904	109.4368666
905	109.342979
906	109.2728104
907	109.2121948
908	109.0936244
909	109.0044432
910	108.8896761
911	108.8392953
912	108.7268263
913	108.6742285
914	108.5719679
915	108.4410252
916	108.3213607
917	108.2206897
918	108.0688387
919	107.8604758
920	107.6781594
921	107.5908789
922	107.5061686
923	107.440464
924	107.3616062
925	107.3092602
926	107.2682906
927	107.1891171
928	107.0802933
929	106.9860572
930	106.9392644
931	106.8292665
932	106.7925238
933	106.6960797
934	106.55872
935	106.5045875
936	106.4767134
937	106.343519
938	106.278683
939	106.084741
940	106.0106003
941	105.860608
942	105.7013934
943	105.6387883
944	105.5376436
945	105.4440943
946	105.3464316
947	105.2895261
948	105.2326002
949	105.1416978
950	105.0325994
951	104.9322159
952	104.8980694
953	104.7928727
954	104.6687309
955	104.6051651
956	104.5289272
957	104.4280104
958	104.3462503
959	104.3082379
960	104.2722263
961	104.2139672
962	104.1395607
963	104.0597778
964	103.9502936
965	103.8751119
966	103.8450377
967	103.7870812
968	103.6891243
969	103.5363985
970	103.4117092
971	103.3354317
972	103.3073589
973	103.2302362
974	103.1299924
975	103.1017507
976	103.0048207
977	102.9493947
978	102.8657822
979	102.7735494
980	102.6763473
981	102.5551053
982	102.5045292
983	102.4009106
984	102.3549999
985	102.2714044
986	102.208817
987	102.1238917
988	102.0732465
989	102.0077885
990	101.8430583
991	101.7611544
992	101.7156225
993	101.5984557
994	101.5225492
995	101.4667242
996	101.3825979
997	101.2842273
998	101.2427437
999	101.127727
1000	101.0419366
1001	100.9706531
1002	100.9467191
1003	100.8269008
1004	100.8065552
1005	100.7192345
1006	100.6740669
1007	100.5399672
1008	100.4884935
1009	100.4761647
1010	100.3771511
1011	100.2543345
1012	100.1378864
1013	99.96641588
1014	99.93372769
1015	99.85369478
1016	99.79377559
1017	99.74673839
1018	99.66320398
1019	99.57209351
1020	99.51088136
1021	99.46355319
1022	99.36950329
1023	99.24674173
1024	99.11776457
1025	99.04582663
1026	98.9784034
1027	98.88354938
1028	98.81810317
1029	98.71463494
1030	98.57648514
1031	98.50621059
1032	98.40922271
1033	98.29402761
1034	98.20197091
1035	98.11335636
1036	97.97879483
1037	97.89518165
1038	97.81704302
1039	97.67067337
1040	97.6132851
1041	97.57671427
1042	97.47806802
1043	97.37781723
1044	97.29688704
1045	97.23167494
1046	97.15824927
1047	97.05404959
1048	97.02041694
1049	96.90391456
1050	96.85501653
1051	96.71779928
1052	96.60006709
1053	96.49139097
1054	96.39779556
1055	96.32802166
1056	96.27969221
1057	96.15331786
1058	96.02409197
1059	95.95800715
1060	95.89933635
1061	95.84702017
1062	95.84546334
1063	95.73450306
1064	95.66230254
1065	95.57012369
1066	95.53646346
1067	95.49595709
1068	95.43066327
1069	95.34057883
1070	95.25701348
1071	95.1611674
1072	95.08721537
1073	95.05645241
1074	94.90426795
1075	94.86268091
1076	94.76822461
1077	94.67238628
1078	94.55155674
1079	94.44774394
1080	94.3853545
1081	94.29507137
1082	94.20926963
1083	94.12419164
1084	94.05581704
1085	93.93138651
1086	93.85881804
1087	93.75292739
1088	93.66082357
1089	93.61153936
1090	93.51185778
1091	93.44228625
1092	93.40340306
1093	93.34861007
1094	93.22400799
1095	93.18250395
1096	93.12703434
1097	93.07943798
1098	92.96509786
1099	92.80824396
1100	92.71467863
1101	92.66525892
1102	92.59317086
1103	92.54217922
1104	92.53221048
1105	92.45377016
1106	92.35805852
1107	92.27134543
1108	92.16817098
1109	92.13452695
1110	92.13421354
1111	92.07459451
1112	91.9808884
1113	91.90311512
1114	91.83943486
1115	91.75514341
1116	91.70172854
1117	91.63196003
1118	91.55804071
1119	91.49701688
1120	91.44231498
1121	91.38260859
1122	91.30061488
1123	91.24607669
1124	91.18755655
1125	91.08360206
1126	91.01571726
1127	90.89038823
1128	90.82779129
1129	90.75659203
1130	90.70204624
1131	90.60783706
1132	90.5158249
1133	90.4416153
1134	90.40350251
1135	90.32488877
1136	90.2464769
1137	90.20054924
1138	90.14877804
1139	90.0531177
1140	90.01145627
1141	89.87224886
1142	89.82758821
1143	89.68852512
1144	89.61244071
1145	89.55157631
1146	89.45863693
1147	89.38348829
1148	89.30450095
1149	89.22570224
1150	89.19537061
1151	89.12051198
1152	89.01803334
1153	88.92948682
1154	88.89496228
1155	88.83030295
1156	88.77774299
1157	88.73182832
1158	88.67444374
1159	88.62511464
1160	88.58361003
1161	88.50871536
1162	88.44981771
1163	88.37629347
1164	88.33269352
1165	88.23341424
1166	88.1481028
1167	88.10162142
1168	88.04215568
1169	87.9635011
1170	87.90101752
1171	87.79900417
1172	87.74909602
1173	87.68966581
1174	87.65828781
1175	87.57353739
1176	87.56958594
1177	87.53478975
1178	87.48235513
1179	87.44900955
1180	87.34246946
1181	87.30484707
1182	87.23530392
1183	87.17017002
1184	87.12653573
1185	87.07542792
1186	87.00194909
1187	86.96412713
1188	86.89050124
1189	86.7844408
1190	86.7064781
1191	86.66322442
1192	86.60772476
1193	86.58912766
1194	86.52460067
1195	86.48959678
1196	86.40840396
1197	86.35238963
1198	86.31413877
1199	86.25517823
1200	86.19553604
1201	86.12539105
1202	86.05479677
1203	85.96281864
1204	85.91862526
1205	85.8386591
1206	85.77627731
1207	85.71334785
1208	85.65966287
1209	85.55443018
1210	85.471022
1211	85.41512097
1212	85.35135539
1213	85.31650789
1214	85.27205081
1215	85.23326031
1216	85.16263642
1217	85.10596673
1218	85.04989991
1219	85.0064153
1220	84.95178951
1221	84.88156703
1222	84.78210994
1223	84.6619178
1224	84.61588025
1225	84.53710452
1226	84.48673246
1227	84.44091603
1228	84.39416345
1229	84.32545508
1230	84.24689528
1231	84.18748029
1232	84.10808052
1233	84.06692023
1234	84.00705416
1235	83.92091264
1236	83.88999126
1237	83.82763456
1238	83.78851068
1239	83.74756476
1240	83.69737699
1241	83.64959078
1242	83.58799187
1243	83.4983315
1244	83.43190783
1245	83.38132432
1246	83.33177974
1247	83.29729223
1248	83.25019865
1249	83.15287581
1250	83.09273026
1251	83.07015075
1252	83.02595562
1253	83.00472505
1254	82.95000136
1255	82.89991701
1256	82.83639178
1257	82.76022827
1258	82.67544027
1259	82.60717457
1260	82.54216271
1261	82.49569467
1262	82.44820575
1263	82.3878406
1264	82.33273478
1265	82.31213511
1266	82.26997356
1267	82.18950552
1268	82.12646645
1269	82.06310401
1270	81.99378848
1271	81.91921695
1272	81.89104584
1273	81.81424314
1274	81.7650509
1275	81.69267723
1276	81.64065294
1277	81.5807746
1278	81.51769727
1279	81.47389563
1280	81.42593193
1281	81.38050259
1282	81.34132734
1283	81.28894017
1284	81.21455839
1285	81.14207582
1286	81.03236669
1287	80.9981196
1288	80.96907877
1289	80.93313129
1290	80.89941345
1291	80.87167355
1292	80.825777
1293	80.78188815
1294	80.72956956
1295	80.68338731
1296	80.61821749
1297	80.59602796
1298	80.54005374
1299	80.46191698
1300	80.34870363
1301	80.26836565
1302	80.21002928
1303	80.16224289
1304	80.09713655
1305	80.06124908
1306	80.05407357
1307	80.00501562
1308	79.95476546
1309	79.945957
1310	79.90142281
1311	79.85065712
1312	79.82201112
1313	79.79150526
1314	79.72636349
1315	79.70778319
1316	79.61498614
1317	79.57795386
1318	79.52812157
1319	79.49252211
1320	79.383576
1321	79.34670784
1322	79.30930648
1323	79.30054753
1324	79.2731209
1325	79.23586742
1326	79.16877192
1327	79.14340607
1328	79.0888506
1329	79.02084064
1330	78.98159975
1331	78.93358586
1332	78.8625069
1333	78.78190844
1334	78.74716592
1335	78.66905757
1336	78.64362921
1337	78.60913993
1338	78.53732268
1339	78.46279944
1340	78.41870264
1341	78.39909867
1342	78.3633117
1343	78.33403169
1344	78.26215319
1345	78.19242458
1346	78.1775871
1347	78.1066508
1348	78.06588134
1349	78.01761416
1350	77.99145902
1351	77.90615833
1352	77.86375843
1353	77.82683276
1354	77.77445924
1355	77.73259303
1356	77.69315329
1357	77.63229246
1358	77.54151383
1359	77.53528311
1360	77.45785204
1361	77.37194436
1362	77.27790464
1363	77.23912077
1364	77.18808577
1365	77.12753592
1366	77.08948913
1367	76.99978025
1368	76.91733792
1369	76.85075833
1370	76.7991921
1371	76.73712186
1372	76.66779537
1373	76.63829503
1374	76.5840547
1375	76.55461625
1376	76.52497247
1377	76.4771046
1378	76.41296247
1379	76.37484235
1380	76.31821578
1381	76.24998764
1382	76.21630279
1383	76.16783738
1384	76.08514794
1385	76.04256725
1386	76.04229907
1387	75.99652984
1388	75.90026664
1389	75.83243605
1390	75.80425901
1391	75.74736222
1392	75.68647947
1393	75.64903581
1394	75.6115153
1395	75.56225179
1396	75.51814907
1397	75.45506817
1398	75.41592662
1399	75.36974263
1400	75.2993281
1401	75.2284976
1402	75.15062988
1403	75.1018878
1404	75.07316685
1405	75.03858529
1406	74.98379811
1407	74.95314676
1408	74.91251476
1409	74.8748208
1410	74.82724488
1411	74.81110588
1412	74.75860018
1413	74.70174404
1414	74.65277946
1415	74.54027718
1416	74.47524728
1417	74.46439176
1418	74.42243644
1419	74.36877696
1420	74.32806429
1421	74.28867253
1422	74.23673629
1423	74.18569444
1424	74.13373849
1425	74.09779818
1426	74.04663748
1427	73.95260292
1428	73.88130784
1429	73.85439279
1430	73.80535177
1431	73.74561036
1432	73.6879551
1433	73.67071907
1434	73.6318978
1435	73.55798141
1436	73.4941611
1437	73.46990507
1438	73.43542429
1439	73.41687127
1440	73.37649924
1441	73.3416594
1442	73.28058553
1443	73.24339617
1444	73.24308619
1445	73.18692877
1446	73.1204931
1447	73.08139495
1448	73.04427352
1449	73.02380625
1450	72.9796557
1451	72.91474914
1452	72.8552319
1453	72.81328093
1454	72.80087522
1455	72.77138443
1456	72.73465167
1457	72.69032683
1458	72.63852391
1459	72.60441575
1460	72.58879235
1461	72.55425795
1462	72.49451329
1463	72.47395553
1464	72.43233335
1465	72.38968913
1466	72.33667428
1467	72.27446834
1468	72.23505138
1469	72.20428798
1470	72.14393575
1471	72.08284758
1472	72.03244538
1473	71.98742619
1474	71.94005004
1475	71.89164574
1476	71.86566956
1477	71.85351224
1478	71.78753008
1479	71.73031541
1480	71.67282848
1481	71.62988461
1482	71.57112234
1483	71.52106681
1484	71.44174007
1485	71.41432458
1486	71.36910742
1487	71.32807685
1488	71.29282359
1489	71.26270698
1490	71.19846054
1491	71.13444326
1492	71.08214182
1493	71.03194583
1494	70.98783674
1495	70.95848016
1496	70.89020895
1497	70.8534989
1498	70.82526232
1499	70.78161292
1500	70.76705329
1501	70.73409797
1502	70.69200248
1503	70.64026886
1504	70.62417185
1505	70.55888703
1506	70.54434942
1507	70.50378972
1508	70.47208481
1509	70.4386426
1510	70.39465416
1511	70.3538065
1512	70.32149617
1513	70.27778736
1514	70.24036628
1515	70.17900373
1516	70.11932157
1517	70.08629561
1518	70.0394166
1519	69.97405381
1520	69.91787092
1521	69.88363277
1522	69.84006564
1523	69.76584778
1524	69.71273629
1525	69.71149658
1526	69.67706175
1527	69.62119033
1528	69.56398069
1529	69.50671301
1530	69.4535628
1531	69.38695273
1532	69.35207811
1533	69.26397321
1534	69.23912458
1535	69.20497897
1536	69.17228155
1537	69.13292091
1538	69.0666269
1539	69.01746885
1540	68.99624296
1541	68.94399855
1542	68.91856705
1543	68.85129468
1544	68.82132323
1545	68.78083271
1546	68.74278559
1547	68.69481018
1548	68.64445806
1549	68.61321626
1550	68.57652038
1551	68.52591025
1552	68.50058689
1553	68.4855988
1554	68.4431832
1555	68.38932896
1556	68.31732225
1557	68.25443867
1558	68.20938758
1559	68.18402215
1560	68.15390647
1561	68.12975877
1562	68.08852642
1563	68.02474237
1564	67.98502621
1565	67.94240244
1566	67.89011632
1567	67.83373135
1568	67.80542806
1569	67.76442732
1570	67.73003501
1571	67.67646699
1572	67.62973383
1573	67.59014352
1574	67.55367954
1575	67.51406069
1576	67.47224977
1577	67.43401615
1578	67.39850412
1579	67.35971492
1580	67.3220981
1581	67.29442044
1582	67.25836292
1583	67.21840509
1584	67.17589066
1585	67.12546865
1586	67.10395601
1587	67.05577888
1588	66.99601028
1589	66.93897697
1590	66.89986694
1591	66.84934312
1592	66.81272735
1593	66.76754391
1594	66.75183093
1595	66.72032492
1596	66.65900425
1597	66.63244691
1598	66.55810401
1599	66.49895929
1600	66.46499556
1601	66.42178598
1602	66.38230099
1603	66.32418954
1604	66.30552056
1605	66.27401182
1606	66.20902459
1607	66.14509079
1608	66.10156334
1609	66.07364846
1610	66.04748344
1611	66.02511514
1612	65.97002845
1613	65.93609978
1614	65.90714604
1615	65.86907665
1616	65.82359877
1617	65.79073839
1618	65.74227053
1619	65.69416749
1620	65.65903093
1621	65.62177658
1622	65.56039876
1623	65.55948362
1624	65.52744813
1625	65.47759702
1626	65.42145052
1627	65.38632896
1628	65.34967684
1629	65.3118991
1630	65.24842441
1631	65.18942952
1632	65.17402902
1633	65.12717994
1634	65.09487907
1635	65.03821108
1636	65.01028861
1637	64.94901138
1638	64.90930014
1639	64.89753757
1640	64.85873312
1641	64.81805316
1642	64.77409072
1643	64.71860747
1644	64.66101283
1645	64.6452378
1646	64.62067529
1647	64.58805231
1648	64.56501656
1649	64.52836652
1650	64.50014105
1651	64.48527894
1652	64.45885378
1653	64.43024387
1654	64.38406801
1655	64.34080378
1656	64.32661693
1657	64.28716645
1658	64.24689132
1659	64.21722566
1660	64.17720936
1661	64.1653356
1662	64.11416071
1663	64.04015118
1664	63.98182995
1665	63.96516341
1666	63.92856507
1667	63.92834213
1668	63.89534713
1669	63.83886363
1670	63.81103964
1671	63.77351881
1672	63.73153243
1673	63.71543974
1674	63.68815369
1675	63.65318167
