iter	Passed	Remaining
1661	488342	393142
1662	488606	392824
1663	488877	392512
1664	489155	392205
1665	489421	391889
1666	489675	391564
1667	489954	391258
1668	490217	390940
1669	490487	390628
1670	490752	390311
1671	491023	389999
1672	491283	389679
1673	491549	389363
1674	491817	389049
1675	492088	388737
1676	492341	388412
1677	492597	388089
1678	492860	387771
1679	493137	387465
1680	493405	387151
1681	493675	386839
1682	493951	386532
1683	494225	386223
1684	494491	385909
1685	494783	385614
1686	495066	385312
1687	495331	384997
1688	495608	384690
1689	495889	384387
1690	496158	384075
1691	496415	383754
1692	496701	383454
1693	496970	383142
1694	497241	382831
1695	497509	382518
1696	497773	382203
1697	498050	381897
1698	498318	381584
1699	498582	381269
1700	498848	380954
1701	499120	380645
1702	499388	380332
1703	499650	380016
1704	499917	379702
1705	500265	379451
1706	500674	379245
1707	500940	378931
1708	501214	378623
1709	501474	378305
1710	501737	377989
1711	502010	377680
1712	502267	377360
1713	502537	377049
1714	502802	376735
1715	503079	376430
1716	503345	376116
1717	503606	375799
1718	503886	375496
1719	504143	375176
1720	504393	374851
1721	504662	374540
1722	504928	374227
1723	505202	373920
1724	505459	373600
1725	505728	373289
1726	505997	372979
1727	506260	372664
1728	506534	372356
1729	506808	372049
1730	507075	371738
1731	507342	371426
1732	507614	371118
1733	507894	370815
1734	508161	370503
1735	508423	370188
1736	508695	369880
1737	508964	369570
1738	509227	369256
1739	509492	368942
1740	509761	368633
1741	510029	368322
1742	510282	368000
1743	510549	367689
1744	510829	367387
1745	511089	367071
1746	511371	366770
1747	511633	366456
1748	511940	366173
1749	512197	365855
1750	512460	365541
1751	512727	365230
1752	512998	364922
1753	513258	364606
1754	513523	364294
1755	513789	363982
1756	514055	363671
1757	514321	363360
1758	514591	363051
1759	514860	362742
1760	515130	362434
1761	515393	362121
1762	515668	361816
1763	515945	361512
1764	516206	361198
1765	516484	360895
1766	516753	360587
1767	517020	360276
1768	517288	359967
1769	517550	359654
1770	517834	359355
1771	518100	359044
1772	518362	358731
1773	518628	358420
1774	518907	358118
1775	519166	357803
1776	519435	357495
1777	519693	357179
1778	519966	356873
1779	520236	356566
1780	520498	356253
1781	520771	355948
1782	521042	355641
1783	521301	355326
1784	521574	355021
1785	521849	354717
1786	522124	354413
1787	522394	354106
1788	522657	353794
1789	522927	353487
1790	523190	353175
1791	523446	352858
1792	523709	352547
1793	523973	352236
1794	524242	351928
1795	524502	351615
1796	524767	351305
1797	525038	350999
1798	525303	350689
1799	525572	350381
1800	525854	350083
1801	526117	349772
1802	526387	349465
1803	526652	349155
1804	526927	348851
1805	527276	348598
1806	527671	348374
1807	527948	348072
1808	528217	347765
1809	528485	347457
1810	528765	347157
1811	529032	346849
1812	529300	346541
1813	529566	346232
1814	529838	345927
1815	530106	345620
1816	530371	345310
1817	530634	345000
1818	530909	344697
1819	531172	344386
1820	531422	344067
1821	531692	343761
1822	531962	343455
1823	532232	343150
1824	532493	342838
1825	532759	342529
1826	533031	342225
1827	533301	341919
1828	533570	341613
1829	533849	341313
1830	534117	341006
1831	534389	340702
1832	534683	340412
1833	534939	340098
1834	535205	339789
1835	535531	339520
1836	535799	339213
1837	536069	338908
1838	536394	338637
1839	536659	338329
1840	536940	338030
1841	537202	337720
1842	537461	337407
1843	537741	337109
1844	538021	336810
1845	538285	336501
1846	538551	336193
1847	538827	335892
1848	539094	335585
1849	539362	335279
1850	539625	334970
1851	539916	334677
1852	540177	334367
1853	540437	334056
1854	540704	333750
1855	540970	333443
1856	541233	333133
1857	541503	332829
1858	541771	332523
1859	542045	332221
1860	542309	331912
1861	542575	331606
1862	542848	331303
1863	543114	330996
1864	543387	330694
1865	543666	330395
1866	543929	330087
1867	544201	329783
1868	544466	329476
1869	544724	329165
1870	544991	328859
1871	545249	328547
1872	545510	328238
1873	545783	327936
1874	546041	327624
1875	546312	327321
1876	546578	327015
1877	546854	326714
1878	547118	326407
1879	547383	326100
1880	547651	325795
1881	547932	325498
1882	548192	325189
1883	548457	324882
1884	548732	324581
1885	549002	324278
1886	549278	323978
1887	549557	323680
1888	549830	323378
1889	550094	323071
1890	550364	322767
1891	550647	322472
1892	550926	322173
1893	551186	321865
1894	551447	321556
1895	551722	321255
1896	551991	320952
1897	552261	320649
1898	552528	320344
1899	552797	320040
1900	553067	319737
1901	553335	319433
1902	553600	319127
1903	553868	318823
1904	554134	318518
1905	554482	318259
1906	554905	318044
1907	555180	317744
1908	555457	317445
1909	555734	317146
1910	556003	316843
1911	556261	316533
1912	556517	316223
1913	556792	315922
1914	557052	315614
1915	557316	315308
1916	557581	315002
1917	557850	314699
1918	558112	314392
1919	558374	314085
1920	558645	313783
1921	558918	313483
1922	559179	313175
1923	559446	312871
1924	559716	312568
1925	559984	312265
1926	560251	311961
1927	560514	311655
1928	560792	311357
1929	561055	311051
1930	561312	310742
1931	561588	310443
1932	561848	310135
1933	562105	309826
1934	562367	309520
1935	562648	309224
1936	562913	308919
1937	563176	308613
1938	563437	308306
1939	563714	308008
1940	563981	307705
1941	564249	307402
1942	564518	307100
1943	564780	306794
1944	565051	306493
1945	565316	306189
1946	565585	305886
1947	565853	305583
1948	566116	305278
1949	566382	304975
1950	566651	304673
1951	566918	304369
1952	567195	304072
1953	567456	303766
1954	567735	303469
1955	568011	303171
1956	568260	302859
1957	568522	302554
1958	568791	302251
1959	569057	301948
1960	569323	301645
1961	569598	301347
1962	569860	301042
1963	570133	300742
1964	570397	300438
1965	570679	300143
1966	570950	299843
1967	571218	299541
1968	571480	299236
1969	571752	298936
1970	572013	298631
1971	572335	298357
1972	572806	298161
1973	573150	297898
1974	573414	297594
1975	573685	297294
1976	573946	296988
1977	574213	296686
1978	574487	296387
1979	574770	296093
1980	575029	295787
1981	575292	295483
1982	575559	295181
1983	575840	294885
1984	576103	294581
1985	576374	294281
1986	576653	293986
1987	576984	293716
1988	577300	293439
1989	577680	293194
1990	578043	292941
1991	578405	292687
1992	578772	292435
1993	579087	292157
1994	579558	291957
1995	579876	291681
1996	580234	291424
1997	580561	291152
1998	581066	290969
1999	581421	290710
2000	581723	290425
2001	582109	290182
2002	582443	289913
2003	582749	289629
2004	583084	289361
2005	583540	289152
2006	583853	288872
2007	584201	288609
2008	584537	288340
2009	584815	288043
2010	585079	287739
2011	585378	287452
2012	585654	287154
2013	585921	286851
2014	586220	286564
2015	586542	286288
2016	586827	285994
2017	587147	285718
2018	587497	285455
2019	588000	285267
2020	588524	285089
2021	588932	284854
2022	589206	284554
2023	589551	284289
2024	589861	284007
2025	590185	283731
2026	590567	283484
2027	591066	283292
2028	591608	283120
2029	592106	282927
2030	592662	282762
2031	593252	282612
2032	593810	282447
2033	594362	282278
2034	594793	282051
2035	595327	281873
2036	595869	281699
2037	596368	281504
2038	596810	281282
2039	597108	280992
2040	597429	280712
2041	598205	280646
2042	599378	280766
2043	600176	280708
2044	601091	280705
2045	601448	280440
2046	601721	280137
2047	601991	279831
2048	602260	279526
2049	602549	279230
2050	602820	278925
2051	603090	278620
2052	603361	278316
2053	603649	278019
2054	603947	277727
2055	604236	277431
2056	604548	277145
2057	604888	276873
2058	605158	276568
2059	605433	276265
2060	605698	275958
2061	605963	275651
2062	606235	275347
2063	606515	275047
2064	606778	274739
2065	607030	274427
2066	607295	274120
2067	607577	273821
2068	607842	273514
2069	608108	273208
2070	608375	272902
2071	608640	272595
2072	608892	272283
2073	609155	271975
2074	609427	271672
2075	609697	271368
2076	609951	271056
2077	610201	270743
2078	610465	270437
2079	610741	270135
2080	611010	269831
2081	611291	269532
2082	611568	269231
2083	611839	268927
2084	612107	268622
2085	612377	268319
2086	612652	268017
2087	612919	267712
2088	613190	267408
2089	613453	267101
2090	613712	266793
2091	613967	266482
2092	614229	266175
2093	614496	265871
2094	614758	265563
2095	615032	265262
2096	615302	264958
2097	615568	264653
2098	615826	264344
2099	616085	264036
2100	616352	263731
2101	616620	263427
2102	616879	263119
2103	617145	262814
2104	617404	262507
2105	617747	262234
2106	618153	261989
2107	618416	261682
2108	618682	261378
2109	618950	261073
2110	619209	260765
2111	619467	260458
2112	619729	260151
2113	619982	259841
2114	620239	259532
2115	620506	259228
2116	620768	258922
2117	621034	258617
2118	621302	258314
2119	621573	258011
2120	621836	257705
2121	622094	257398
2122	622358	257093
2123	622637	256793
2124	622893	256485
2125	623159	256181
2126	623427	255877
2127	623699	255576
2128	623953	255267
2129	624209	254958
2130	624472	254653
2131	624735	254348
2132	624999	254043
2133	625268	253740
2134	625533	253436
2135	625802	253133
2136	626119	252850
2137	626388	252547
2138	626706	252264
2139	626968	251959
2140	627233	251655
2141	627561	251376
2142	627824	251071
2143	628088	250766
2144	628358	250464
2145	628619	250158
2146	628875	249851
2147	629138	249546
2148	629397	249240
2149	629675	248941
2150	629950	248641
2151	630217	248338
2152	630485	248035
2153	630750	247732
2154	631001	247422
2155	631267	247119
2156	631533	246816
2157	631807	246516
2158	632071	246212
2159	632341	245910
2160	632612	245609
2161	632871	245303
2162	633142	245002
2163	633404	244698
2164	633664	244392
2165	633927	244088
2166	634191	243784
2167	634459	243482
2168	634743	243186
2169	634998	242879
2170	635259	242574
2171	635524	242271
2172	635784	241966
2173	636048	241663
2174	636324	241364
2175	636787	241136
2176	637054	240834
2177	637322	240532
2178	637587	240229
2179	637923	239952
2180	638233	239666
2181	638551	239383
2182	638822	239082
2183	639090	238781
2184	639357	238478
2185	639635	238180
2186	639904	237879
2187	640166	237575
2188	640437	237274
2189	640708	236974
2190	640972	236671
2191	641244	236371
2192	641516	236071
2193	641772	235764
2194	642034	235461
2195	642304	235160
2196	642567	234857
2197	642822	234551
2198	643084	234247
2199	643354	233947
2200	643629	233648
2201	643897	233346
2202	644168	233046
2203	644432	232744
2204	644687	232438
2205	645002	232154
2206	645457	231919
2207	645725	231618
2208	645993	231317
2209	646131	230970
2210	646402	230670
2211	646670	230368
2212	646929	230064
2213	647192	229762
2214	647458	229460
2215	647719	229157
2216	647987	228856
2217	648250	228553
2218	648515	228251
2219	648774	227947
2220	649031	227643
2221	649296	227341
2222	649556	227038
2223	649814	226733
2224	650071	226429
2225	650337	226127
2226	650602	225826
2227	650864	225523
2228	651125	225221
2229	651384	224917
2230	651646	224614
2231	651913	224314
2232	652178	224013
2233	652449	223713
2234	652710	223410
2235	652959	223104
2236	653232	222805
2237	653503	222506
2238	653758	222202
2239	654039	221906
2240	654310	221607
2241	654573	221305
2242	654831	221002
2243	655100	220702
2244	655361	220400
2245	655626	220098
2246	655894	219799
2247	656153	219496
2248	656422	219196
2249	656675	218891
2250	656937	218589
2251	657195	218286
2252	657471	217990
2253	657725	217685
2254	657984	217382
2255	658254	217083
2256	658521	216784
2257	658778	216480
2258	659043	216180
2259	659305	215878
2260	659568	215577
2261	659825	215274
2262	660092	214974
2263	660394	214686
2264	660655	214384
2265	660919	214084
2266	661187	213785
2267	661444	213481
2268	661699	213178
2269	661959	212876
2270	662238	212581
2271	662501	212280
2272	662756	211977
2273	663028	211679
2274	663304	211382
2275	663569	211082
2276	663831	210781
2277	664092	210480
2278	664356	210180
2279	664623	209881
2280	664879	209578
2281	665149	209280
2282	665415	208980
2283	665672	208678
2284	665933	208377
2285	666192	208075
2286	666460	207777
2287	666724	207477
2288	666985	207176
2289	667252	206877
2290	667516	206577
2291	667775	206276
2292	668048	205979
2293	668317	205680
2294	668577	205379
2295	668831	205077
2296	669092	204776
2297	669360	204478
2298	669627	204179
2299	669881	203877
2300	670147	203577
2301	670418	203280
2302	670683	202981
2303	670936	202678
2304	671201	202379
2305	671670	202141
2306	672034	201872
2307	672300	201573
2308	672575	201277
2309	672837	200977
2310	673106	200679
2311	673381	200383
2312	673641	200082
2313	673899	199781
2314	674178	199486
2315	674441	199187
2316	674706	198888
2317	674978	198591
2318	675242	198292
2319	675513	197995
2320	675772	197694
2321	676038	197396
2322	676307	197098
2323	676569	196799
2324	676830	196499
2325	677091	196199
2326	677355	195900
2327	677625	195603
2328	677893	195305
2329	678159	195007
2330	678433	194711
2331	678689	194410
2332	678949	194110
2333	679218	193812
2334	679487	193515
2335	679756	193218
2336	680025	192921
2337	680289	192622
2338	680548	192322
2339	680808	192022
2340	681076	191725
2341	681341	191427
2342	681600	191127
2343	681862	190828
2344	682126	190530
2345	682386	190230
2346	682645	189930
2347	682904	189631
2348	683176	189334
2349	683443	189037
2350	683702	188737
2351	683957	188437
2352	684231	188141
2353	684496	187843
2354	684761	187546
2355	685021	187246
2356	685280	186947
2357	685540	186648
2358	685799	186349
2359	686069	186052
2360	686344	185757
2361	686606	185459
2362	686871	185161
2363	687128	184861
2364	687403	184566
2365	687663	184268
2366	687928	183970
2367	688206	183676
2368	688470	183378
2369	688730	183080
2370	688982	182779
2371	689255	182484
2372	689522	182187
2373	689787	181890
2374	690062	181595
2375	690331	181299
2376	690597	181002
2377	690858	180703
2378	691125	180407
2379	691386	180109
2380	691655	179812
2381	691912	179513
2382	692178	179216
2383	692439	178918
2384	692695	178619
2385	692959	178322
2386	693222	178024
2387	693485	177727
2388	693736	177427
2389	693993	177128
2390	694261	176831
2391	694523	176534
2392	694788	176237
2393	695048	175939
2394	695321	175644
2395	695582	175347
2396	695849	175050
2397	696120	174755
2398	696394	174461
2399	696657	174164
2400	696908	173864
2401	697192	173572
2402	697450	173274
2403	697706	172975
2404	697964	172677
2405	698242	172384
2406	698709	172137
2407	698978	171841
2408	699252	171547
2409	699510	171249
2410	699785	170955
2411	700046	170658
2412	700310	170361
2413	700566	170062
2414	700824	169764
2415	701114	169474
2416	701379	169178
2417	701637	168880
2418	701898	168583
2419	702157	168285
2420	702424	167990
2421	702682	167692
2422	702949	167396
2423	703218	167101
2424	703479	166804
2425	703743	166508
2426	704012	166213
2427	704273	165916
2428	704539	165620
2429	704809	165325
2430	705076	165030
2431	705342	164734
2432	705604	164437
2433	705864	164141
2434	706137	163847
2435	706406	163552
2436	706666	163255
2437	706929	162959
2438	707190	162662
2439	707447	162365
2440	707706	162067
2441	707969	161771
2442	708240	161477
2443	708503	161181
2444	708766	160885
2445	709035	160591
2446	709303	160296
2447	709564	159999
2448	709824	159703
2449	710095	159409
2450	710360	159113
2451	710615	158816
2452	710876	158520
2453	711141	158224
2454	711412	157930
2455	711680	157635
2456	711946	157341
2457	712214	157046
2458	712473	156749
2459	712737	156454
2460	713004	156159
2461	713275	155865
2462	713552	155573
2463	713815	155278
2464	714100	154987
2465	714367	154692
2466	714638	154399
2467	714903	154104
2468	715167	153808
2469	715445	153516
2470	715706	153220
2471	715976	152926
2472	716239	152631
2473	716505	152337
2474	716769	152042
2475	717029	151746
2476	717300	151452
2477	717559	151156
2478	717824	150861
2479	718103	150570
2480	718370	150275
2481	718639	149981
2482	718898	149686
2483	719163	149391
2484	719431	149097
2485	719690	148801
2486	719965	148509
2487	720229	148214
2488	720489	147918
2489	720749	147623
2490	721017	147329
2491	721283	147035
2492	721541	146739
2493	721803	146444
2494	722061	146148
2495	722322	145853
2496	722585	145558
2497	722850	145264
2498	723126	144972
2499	723384	144676
2500	723636	144380
2501	723894	144084
2502	724156	143789
2503	724415	143494
2504	724678	143199
2505	724998	142916
2506	725441	142657
2507	725703	142362
2508	725973	142069
2509	726227	141773
2510	726491	141479
2511	726750	141184
2512	727013	140889
2513	727280	140595
2514	727540	140301
2515	727799	140005
2516	728078	139714
2517	728339	139419
2518	728595	139124
2519	728858	138830
2520	729123	138536
2521	729392	138243
2522	729650	137948
2523	729921	137655
2524	730192	137362
2525	730452	137068
2526	730721	136775
2527	730990	136482
2528	731255	136188
2529	731512	135893
2530	731780	135600
2531	732047	135307
2532	732308	135013
2533	732564	134717
2534	732829	134424
2535	733098	134131
2536	733423	133849
2537	733685	133555
2538	734015	133273
2539	734281	132980
2540	734550	132687
2541	734815	132393
2542	735080	132100
2543	735348	131807
2544	735602	131512
2545	735862	131218
2546	736135	130926
2547	736396	130632
2548	736655	130337
2549	736922	130045
2550	737188	129752
2551	737446	129457
2552	737707	129163
2553	737976	128871
2554	738243	128578
2555	738495	128283
2556	738761	127990
2557	739028	127697
2558	739294	127404
2559	739563	127112
2560	739830	126819
2561	740099	126527
2562	740365	126234
2563	740631	125941
2564	740894	125648
2565	741164	125356
2566	741426	125063
2567	741684	124769
2568	741948	124476
2569	742223	124185
2570	742486	123892
2571	742746	123598
2572	743015	123306
2573	743279	123013
2574	743544	122720
2575	743807	122427
2576	744074	122135
2577	744338	121842
2578	744609	121551
2579	744867	121257
2580	745137	120965
2581	745397	120672
2582	745657	120379
2583	745928	120087
2584	746196	119795
2585	746452	119501
2586	746713	119208
2587	746981	118916
2588	747249	118624
2589	747502	118330
2590	747760	118037
2591	748022	117744
2592	748282	117451
2593	748554	117160
2594	748831	116869
2595	749103	116578
2596	749364	116285
2597	749630	115993
2598	749895	115701
2599	750155	115408
2600	750417	115115
2601	750677	114823
2602	750952	114532
2603	751223	114241
2604	751487	113949
2605	751833	113669
2606	752248	113399
2607	752511	113107
2608	752769	112814
2609	753027	112521
2610	753293	112229
2611	753552	111936
2612	753819	111644
2613	754084	111353
2614	754342	111060
2615	754610	110768
2616	754868	110475
2617	755142	110185
2618	755405	109892
2619	755663	109599
2620	755930	109308
2621	756196	109016
2622	756458	108724
2623	756720	108432
2624	756990	108141
2625	757266	107851
2626	757520	107558
2627	757786	107266
2628	758053	106975
2629	758309	106682
2630	758570	106390
2631	758826	106097
2632	759096	105806
2633	759357	105514
2634	759621	105222
2635	759886	104931
2636	760163	104641
2637	760415	104348
2638	760669	104055
2639	760938	103764
2640	761196	103472
2641	761454	103179
2642	761726	102889
2643	761984	102597
2644	762252	102306
2645	762505	102013
2646	762772	101722
2647	763038	101431
2648	763304	101140
2649	763561	100847
2650	763838	100558
2651	764104	100267
2652	764377	99976
2653	764639	99685
2654	764903	99394
2655	765181	99104
2656	765440	98812
2657	765704	98521
2658	765969	98230
2659	766227	97938
2660	766490	97647
2661	766753	97356
2662	767009	97064
2663	767265	96772
2664	767517	96479
2665	767780	96188
2666	768054	95898
2667	768315	95607
2668	768571	95315
2669	768832	95024
2670	769100	94733
2671	769364	94442
2672	769619	94151
2673	769886	93860
2674	770148	93569
2675	770402	93277
2676	770666	92986
2677	770926	92695
2678	771198	92405
2679	771520	92121
2680	771947	91850
2681	772228	91561
2682	772577	91281
2683	772891	90996
2684	773155	90705
2685	773464	90419
2686	773839	90142
2687	774254	89868
2688	774538	89580
2689	774814	89290
2690	775084	89000
2691	775417	88717
2692	775730	88432
2693	776056	88148
2694	776422	87869
2695	776873	87600
2696	777185	87314
2697	777456	87024
2698	777738	86735
2699	778046	86449
2700	778090	86134
2701	778385	85847
2702	778706	85562
2703	778972	85272
2704	779229	84980
2705	779633	84705
2706	779976	84423
2707	780266	84135
2708	780583	83850
2709	780857	83560
2710	781122	83269
2711	781396	82980
2712	781662	82689
2713	781933	82399
2714	782209	82110
2715	782462	81818
2716	782725	81527
2717	782989	81237
2718	783278	80949
2719	783560	80660
2720	783829	80370
2721	784107	80081
2722	784356	79789
2723	784623	79499
2724	784896	79209
2725	785158	78919
2726	785428	78629
2727	785688	78338
2728	785953	78048
2729	786220	77758
2730	786488	77468
2731	786755	77178
2732	787027	76888
2733	787286	76597
2734	787552	76307
2735	787814	76017
2736	788084	75727
2737	788358	75438
2738	788623	75148
2739	788893	74858
2740	789155	74568
2741	789414	74277
2742	789686	73988
2743	789955	73698
2744	790220	73408
2745	790491	73119
2746	790751	72828
2747	791020	72539
2748	791277	72248
2749	791535	71957
2750	791811	71668
2751	792071	71378
2752	792331	71088
2753	792592	70797
2754	792858	70508
2755	793129	70219
2756	793387	69928
2757	793645	69638
2758	793921	69349
2759	794182	69059
2760	794449	68769
2761	794722	68480
2762	794975	68190
2763	795245	67900
2764	795520	67612
2765	795788	67322
2766	796053	67033
2767	796316	66743
2768	796586	66454
2769	796853	66164
2770	797115	65874
2771	797373	65584
2772	797632	65294
2773	797892	65004
2774	798160	64715
2775	798422	64426
2776	798693	64137
2777	798963	63848
2778	799215	63557
2779	799469	63267
2780	799735	62978
2781	800007	62689
2782	800271	62399
2783	800526	62109
2784	800796	61820
2785	801057	61531
2786	801321	61242
2787	801586	60952
2788	801857	60664
2789	802114	60374
2790	802369	60084
2791	802628	59794
2792	802897	59505
2793	803161	59216
2794	803426	58927
2795	803686	58638
2796	803953	58349
2797	804212	58059
2798	804486	57771
2799	804750	57482
2800	805015	57193
2801	805281	56904
2802	805549	56615
2803	805819	56326
2804	806090	56038
2805	806478	55757
2806	806835	55475
2807	807101	55186
2808	807359	54897
2809	807620	54607
2810	807882	54318
2811	808149	54029
2812	808402	53740
2813	808664	53451
2814	808937	53162
2815	809197	52873
2816	809448	52583
2817	809718	52295
2818	809989	52007
2819	810254	51718
2820	810543	51431
2821	810809	51142
2822	811074	50853
2823	811332	50564
2824	811592	50275
2825	811865	49987
2826	812127	49698
2827	812386	49409
2828	812656	49121
2829	812927	48833
2830	813185	48544
2831	813445	48255
2832	813719	47967
2833	813987	47678
2834	814242	47389
2835	814494	47100
2836	814755	46811
2837	815021	46523
2838	815282	46234
2839	815540	45945
2840	815805	45657
2841	816072	45369
2842	816335	45080
2843	816598	44792
2844	816875	44504
2845	817127	44215
2846	817386	43926
2847	817647	43638
2848	817916	43350
2849	818187	43062
2850	818438	42773
2851	818700	42485
2852	818966	42197
2853	819225	41908
2854	819492	41620
2855	819757	41332
2856	820024	41044
2857	820290	40756
2858	820542	40467
2859	820807	40179
2860	821072	39891
2861	821325	39602
2862	821594	39314
2863	821854	39026
2864	822115	38738
2865	822380	38450
2866	822645	38162
2867	822906	37874
2868	823172	37586
2869	823435	37298
2870	823696	37010
2871	823969	36722
2872	824223	36434
2873	824479	36146
2874	824749	35858
2875	825011	35570
2876	825263	35282
2877	825527	34994
2878	825791	34706
2879	826053	34418
2880	826315	34131
2881	826586	33843
2882	826854	33556
2883	827124	33268
2884	827378	32980
2885	827647	32692
2886	827910	32405
2887	828170	32117
2888	828433	31829
2889	828696	31542
2890	828953	31254
2891	829222	30966
2892	829479	30678
2893	829741	30391
2894	829998	30103
2895	830259	29815
2896	830520	29528
2897	830786	29240
2898	831052	28953
2899	831314	28666
2900	831577	28378
2901	831843	28091
2902	832103	27803
2903	832362	27516
2904	832630	27228
2905	832962	26943
2906	833413	26662
2907	833700	26375
2908	833966	26088
2909	834225	25800
2910	834489	25513
2911	834758	25226
2912	835021	24938
2913	835294	24651
2914	835558	24364
2915	835827	24077
2916	836088	23789
2917	836339	23502
2918	836603	23215
2919	836865	22927
2920	837126	22640
2921	837391	22353
2922	837657	22066
2923	837923	21779
2924	838182	21491
2925	838438	21204
2926	838708	20917
2927	838974	20630
2928	839234	20343
2929	839506	20056
2930	839770	19769
2931	840035	19482
2932	840292	19195
2933	840567	18908
2934	840824	18621
2935	841081	18334
2936	841400	18048
2937	841662	17761
2938	841960	17475
2939	842236	17188
2940	842490	16901
2941	842759	16614
2942	843017	16327
2943	843277	16040
2944	843545	15753
2945	843811	15467
2946	844075	15180
2947	844336	14893
2948	844654	14607
2949	845034	14322
2950	845403	14037
2951	845681	13750
2952	845955	13464
2953	846034	13174
2954	846305	12887
2955	846586	12601
2956	846862	12314
2957	847160	12028
2958	847439	11742
2959	847708	11455
2960	847989	11169
2961	848258	10882
2962	848524	10595
2963	848809	10309
2964	849082	10022
2965	849352	9736
2966	849622	9449
2967	849903	9163
2968	850160	8876
2969	850452	8590
2970	850728	8303
2971	850998	8017
2972	851276	7731
2973	851556	7444
2974	851820	7158
2975	852082	6871
2976	852354	6585
2977	852634	6298
2978	852901	6012
2979	853190	5726
2980	853464	5439
2981	853743	5153
2982	854025	4867
2983	854299	4580
2984	854581	4294
2985	854846	4007
2986	855110	3721
2987	855371	3435
2988	855653	3148
2989	855926	2862
2990	856186	2576
2991	856470	2290
2992	856739	2003
2993	857006	1717
2994	857273	1431
2995	857545	1144
2996	857815	858
2997	858081	572
2998	858351	286
2999	858613	0
